sequence_name,clade
A/swine/Minnesota/A02751446/2023|A_/_H3N2|3C.3a|2023-01-02|HA|4||EPI_ISL_17184140,2010.1
A/swine/Minnesota/A02478714/2019|A_/_H3N2|unassigned|2019-09-24|HA|4||EPI_ISL_399413,2010.1
A/swine/Nebraska/A01785572/2018|A_/_H3N2|unassigned|2018-06-13|HA|4||EPI_ISL_328410,2010.1
A/swine/Virginia/A02478581/2019|A_/_H3N2|3C.3a1|2019-04-22|HA|4||EPI_ISL_393494,Other-Human-2010
A/swine/Iowa/A02751239/2022|A_/_H3N2|unassigned|2022-11-14|HA|4||EPI_ISL_16840785,2010.1
A/swine/Illinois/ISU-A02861729/2023|A_/_H3N2|3C.2|2023-08-21|HA|4||EPI_ISL_18291200,2010.1
A/swine/Kentucky/16TOSU8840/2016|A_/_H3N2|unassigned|2016-08-01|HA|4||EPI_ISL_280227,2010.1
A/swine/Ohio/21TOSU1115/2021|A_/_H3N2|3C.3a|2021-06-05|HA|4||EPI_ISL_18005774,1990.4.a
A/swine/Iowa/A02858823/2025|A_/_H3N2|unassigned|2025-09-11|HA|4||EPI_ISL_20196477,2010.1
A/swine/Indiana/A02636047/2021|A_/_H3N2|unassigned|2021-08-10|HA|4||EPI_ISL_6781483,1990.4
A/swine/Minnesota/A02248198/2021|A_/_H3N2|unassigned|2021-09-02|HA|4||EPI_ISL_6785476,2010.1
A/swine/Iowa/A02138535/2017|A_/_H3N2|unassigned|2017-12-03|HA|4||EPI_ISL_297211,2010.1
A/swine/Iowa/A02525002/2020|A_/_H3N2|unassigned|2020-12-21|HA|4||EPI_ISL_4081908,2010.1
"Influenza A virus (A/swine/Nebraska/A02524763/2020(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Nebraska|Sus scrofa|2020-10-20|MW266877.1",2010.1
A/swine/Nebraska/A01327581/2012|A_/_H3N2|unassigned|2012-04-16|HA|4||EPI_ISL_130068,1990.4.f
A/swine/Ohio/A02430905/2019|A_/_H3N2|unassigned|2019-02-21|HA|4||EPI_ISL_372269,2010.1
A/swine/Nebraska/A02246457/2021|A_/_H3N2|unassigned|2021-04-15|HA|4||EPI_ISL_4089913,2010.1
A/swine/Iowa/A02138762/2017|A_/_H3N2|unassigned|2017-12-14|HA|4||EPI_ISL_295671,2010.1
"Influenza A virus (A/swine/Iowa/A02524768/2020(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2020-10-21|MW266889.1",1990.4.a
A/swine/Minnesota/A02979361/2024|A_/_H3N2|unassigned|2024-10-29|HA|4||EPI_ISL_19820119,1990.4.a
A/swine/Illinois/101125/2008|A_/_H3|unassigned|2008-10-03|HA|4||EPI_ISL_19279501,1990.4
A/swine/Iowa/H03HB4/2003|A_/_H3N2|unassigned|2003-02-01|HA|4||EPI_ISL_83309,1990.4-like
"Influenza A virus (A/swine/OK/A01377622/2015(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2015-11-04|KU229904.1",1990.4.a
A/swine/North_Carolina/A02858354/2025|A_/_H3N2|unassigned|2025-02-04|HA|4||EPI_ISL_19769018,2010.1
A/swine/Missouri/A01671485/2016|A_/_H3N2|unassigned|2016-12-15|HA|4||EPI_ISL_253705,2010.1
A/swine/Iowa/A02431148/2019|A_/_H3N2|unassigned|2019-03-07|HA|4||EPI_ISL_369489,2010.1
A/swine/North_Carolina/A02142700/2018|A_/_H3N2|unassigned|2018-02-13|HA|4||EPI_ISL_303867,2010.1
A/swine/Oklahoma/A02431948/2019|A_/_H3N2|unassigned|2019-04-03|HA|4||EPI_ISL_366321,1990.4.a
A/swine/North_Carolina/A02525172/2021|A_/_H3N2|unassigned|2021-02-16|HA|4||EPI_ISL_4082050,1990.4.a
A/swine/Indiana/ISU-A02862047/2023|A_/_H3N2|3C.2|2023-11-16|HA|4||EPI_ISL_18777095,2010.1
"Influenza A virus (A/swine/Ohio/21TOSU0540/2021(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2021-05-22|OP656260.1",1990.4.a
A/swine/North_Carolina/A02479041/2020|A_/_H3N2|unassigned|2020-02-06|HA|4||EPI_ISL_503612,2010.1
A/swine/Indiana/24TOSU0745/2024|A_/_H3N2|3C.3a|2024-06-13|HA|4||EPI_ISL_19332098,1990.4.a
A/swine/Minnesota/A01366004/2013|A_/_H3N2|unassigned|2013-11-25|HA|4||EPI_ISL_153845,1990.4.b1
A/swine/Iowa/A02524475/2020|A_/_H3N2|unassigned|2020-06-26|HA|4||EPI_ISL_700959,2010.1
"Influenza A virus (A/swine/Minnesota/A02980712/2025(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2025-10-01|PX698768.1",2010.1
A/swine/North_Carolina/A02525210/2021|A_/_H3N2|unassigned|2021-02-24|HA|4||EPI_ISL_4082076,1990.4.a
A/swine/Iowa/16TOSU2424/2016|A_/_H3N2|unassigned|2016-06-09|HA|4||EPI_ISL_253990,1990.4.a
A/swine/Kansas/11-104467/2011|A_/_H3N2|unassigned|2011-02-16|HA|4||EPI_ISL_100249,1990.4.f
A/swine/North_Carolina/23592/2009|A_/_H3N2|unassigned|2009-06-01|HA|4||EPI_ISL_142722,1990.4
A/swine/Iowa/A02429949/2019|A_/_H3N2|unassigned|2019-01-21|HA|4||EPI_ISL_373547,2010.1
A/swine/Iowa/A02978439/2023|A_/_H3N2|3C.2|2023-02-27|HA|4||EPI_ISL_17373182,2010.1
A/swine/Iowa/A02218754/2017|A_/_H3N2|unassigned|2017-07-28|HA|4||EPI_ISL_281305,2010.1
A/swine/North_Carolina/A01290759/2013|A_/_H3N2|unassigned|2013-11-01|HA|4||EPI_ISL_153763,1990.4.a
A/swine/Missouri/101627/2022|A_/_H3|3C.2|2022-09-21|HA|4||EPI_ISL_19277908,2010.1
A/swine/Pennsylvania/A02218184/2017|A_/_H3N2|unassigned|2017-06-21|HA|4||EPI_ISL_280369,2010.1
A/swine/Iowa/101614/2022|A_/_H3|3C.2|2022-10-26|HA|4||EPI_ISL_19277895,2010.1
A/swine/Colorado/A01203748/2012|A_/_H3N2|unassigned|2012-08-13|HA|4||EPI_ISL_130191,1990.4-like
A/swine/Nebraska/A01566334/2014|A_/_H3N2|unassigned|2014-10-24|HA|4||EPI_ISL_170844,1990.4.a
A/swine/Oklahoma/A02863207/2024|A_/_H3N2|unassigned|2024-12-05|HA|4||EPI_ISL_19678838,1990.4.b1
A/swine/Iowa/A01782998/2016|A_/_H3N1|unassigned|2016-10-28|HA|4||EPI_ISL_245576,2010.1
A/swine/Illinois/101604/2023|A_/_H3|unassigned|2023-01-16|HA|4||EPI_ISL_19277829,2010.1
A/swine/Nebraska/A02862451/2024|A_/_H3N2|unassigned|2024-03-20|HA|4||EPI_ISL_19072928,1990.4.a
A/swine/Oklahoma/ISU-A02862086/2023|A_/_H3N2|unassigned|2023-11-29|HA|4||EPI_ISL_18739164,2010.1
A/swine/Iowa/A01202088/2011|A_/_H3N2|unassigned|2011-06-16|HA|4||EPI_ISL_109922,1990.4
A/swine/Iowa/101059/2006|A_/_H3|unassigned|2006-04-11|HA|4||EPI_ISL_19279560,1990.4
A/swine/Minnesota/SG-00237/2007|A_/_H3N2|unassigned|2007-01-19|HA|4||EPI_ISL_25304,1990.4
A/swine/Ohio/OH20-24176/2020|A_/_H3N2|3C.3a|2020-11-12|HA|4||EPI_ISL_17373109,1990.4.a
A/swine/Minnesota/A01785814/2019|A_/_H3N2|unassigned|2019-01-04|HA|4||EPI_ISL_376880,2010.1
A/swine/Iowa/A02524435/2020|A_/_H3N2|unassigned|2020-06-18|HA|4||EPI_ISL_499248,1990.4.a
A/swine/Iowa/A02751597/2023|A_/_H3N2|3C.3a|2023-02-16|HA|4||EPI_ISL_17353495,1990.4.a
A/swine/Pennsylvania/ISU-A02862094/2023|A_/_H3N2|unassigned|2023-11-29|HA|4||EPI_ISL_18702058,1990.4.a
A/swine/Iowa/100847/2018|A_/_H3|3C.2|2018-09-25|HA|4||EPI_ISL_19278549,2010.1
A/swine/Illinois/101678/2021|A_/_H3|3C.2|2021-11-10|HA|4||EPI_ISL_19277987,2010.1
A/swine/USA/6/2017|A_/_H3N2|3C.2a1|2017-06-05|HA|4||EPI_ISL_505841,2010.2
A/swine/Iowa/A02134240/2017|A_/_H3N2|unassigned|2017-10-19|HA|4||EPI_ISL_296428,2010.1
A/swine/Nebraska/A01785736/2018|A_/_H3N2|unassigned|2018-11-02|HA|4||EPI_ISL_378859,2010.1
A/swine/Minnesota/A02862472/2024|A_/_H3N2|unassigned|2024-03-26|HA|4||EPI_ISL_19072938,1990.4
A/swine/Nebraska/A01409533/2013|A_/_H3N2|unassigned|2013-12-01|HA|4||EPI_ISL_155696,1990.4.a
A/swine/North_Dakota/A01104084/2014|A_/_H3N2|unassigned|2014-07-25|HA|4||EPI_ISL_166532,1990.4.b1
A/swine/Iowa/A01785783/2018|A_/_H3N2|unassigned|2018-12-07|HA|4||EPI_ISL_376863,2010.1
A/swine/Iowa/A01668669/2016|A_/_H3N1|unassigned|2016-11-29|HA|4||EPI_ISL_252696,2010.1
A/swine/Minnesota/02981/2010|A_/_H3N2|unassigned|2010-02-22|HA|4||EPI_ISL_71833,1990.4
A/swine/Iowa/A02478758/2019|A_/_H3N2|unassigned|2019-10-07|HA|4||EPI_ISL_399607,1990.4.a
"Influenza A virus (A/swine/Iowa/22TOSU1365/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2022-06-16|OP870214.1",2010.1
A/swine/Indiana/18TOSU3614/2018|A_/_H3N2|unassigned|2018-06-01|HA|4||EPI_ISL_379739,2010.1
A/swine/Iowa/A01365406/2013|A_/_H3N2|unassigned|2013-10-17|HA|4||EPI_ISL_150643,1990.4.a
A/swine/Michigan/A01671484/2016|A_/_H3N2|unassigned|2016-12-16|HA|4||EPI_ISL_253719,1990.4.b2
A/swine/Iowa/A02862888/2024|A_/_H3N2|unassigned|2024-09-12|HA|4||EPI_ISL_19501190,1990.4.a
A/swine/Iowa/A02478595/2019|A_/_H3N2|unassigned|2019-07-16|HA|4||EPI_ISL_388621,2010.1
A/swine/Iowa/A02524986/2020|A_/_H3N2|unassigned|2020-12-16|HA|4||EPI_ISL_4081875,2010.1
A/swine/Texas/00816/2005|A_/_H3N2|unassigned|2005-10-12|HA|4||EPI_ISL_151287,1990.4
"Influenza A virus (A/swine/Ohio/22TOSU0360/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2022-04-23|OP871056.1",2010.1
A/swine/Ohio/A01785284/2017|A_/_H3N2|unassigned|2017-01-25|HA|4||EPI_ISL_282053,2010.1
A/swine/Iowa/A02751538/2023|A_/_H3N2|3C.3a|2023-02-01|HA|4||EPI_ISL_17373193,1990.4.a
A/swine/Iowa/A01432867/2013|A_/_H3N2|unassigned|2013-07-01|HA|4||EPI_ISL_145741,1990.4.a
A/swine/Indiana/A02636320/2021|A_/_H3N2|unassigned|2021-09-29|HA|4||EPI_ISL_14770631,1990.4.a
A/swine/Minnesota/A02980713/2025|A_/_H3N2|unassigned|2025-10-09|HA|4||EPI_ISL_20258460,Other-Human-2020
A/swine/Iowa/A02154071/2018|A_/_H3N2|unassigned|2018-02-21|HA|4||EPI_ISL_305780,2010.1
A/swine/Minnesota/A01301617/2012|A_/_H3N2|unassigned|2012-09-07|HA|4||EPI_ISL_131140,1990.4.b1
A/swine/Ohio/21TOSU1125/2021|A_/_H3N2|3C.3a|2021-06-05|HA|4||EPI_ISL_18005766,1990.4.a
A/swine/Iowa/A02478825/2019|A_/_H3N2|unassigned|2019-10-29|HA|4||EPI_ISL_505612,1990.4.a
A/swine/Iowa/A01203942/2012|A_/_H3N2|unassigned|2012-10-02|HA|4||EPI_ISL_132349,1990.4.d
A/swine/Illinois/03040/2010|A_/_H3N2|unassigned|2010-06-18|HA|4||EPI_ISL_79848,1990.4
A/swine/Nebraska/A02136759/2017|A_/_H3N2|unassigned|2017-11-13|HA|4||EPI_ISL_297100,2010.1
"Influenza A virus (A/swine/Ohio/22TOSU0441/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2022-04-23|OP871078.1",2010.1
"Influenza A virus (A/swine/Missouri/A02862300/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Missouri|Sus scrofa|2024-02-14|PP467090.1",2010.1
A/swine/Iowa/004502_02858991/2025|A_/_H3N2|unassigned|2025-10-14|HA|4||EPI_ISL_20389450,2010.1
"Influenza A virus (A/swine/North Carolina/A02862875/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: North Carolina|Sus scrofa|2024-09-12|PX919043.1",2010.1
A/swine/South_Dakota/A02980486/2025|A_/_H3N2|unassigned|2025-05-02|HA|4||EPI_ISL_20100715,2010.1
A/swine/Texas/A02248051/2021|A_/_H3N2|unassigned|2021-11-24|HA|4||EPI_ISL_14770023,2010.1
A/swine/Iowa/20TOSU2301/2020|A_/_H3N2|unassigned|2020-07-10|HA|4||EPI_ISL_14224295,1990.4.a
A/swine/Nebraska/A01395921/2013|A_/_H3N2|unassigned|2013-12-10|HA|4||EPI_ISL_156307,1990.4.a
"Influenza A virus (A/swine/Iowa/20TOSU2447/2020(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2020-07-10|OP655105.1",1990.4.a
A/swine/Indiana/18TOSU2225/2018|A_/_H3N2|unassigned|2018-08-01|HA|4||EPI_ISL_387951,1990.4.a
A/swine/Illinois/101603/2023|A_/_H3|unassigned|2023-01-19|HA|4||EPI_ISL_19277826,2010.1
A/swine/Iowa/A02478703/2019|A_/_H3N2|unassigned|2019-09-25|HA|4||EPI_ISL_399364,1990.4.a
A/swine/Nebraska/I086398/2024|A_/_H3N1|unassigned|2024-08-27|HA|4||EPI_ISL_19740020,1990.4.i
A/swine/Minnesota/A01785267/2017|A_/_H3N2|unassigned|2017-06-01|HA|4||EPI_ISL_278203,2010.1
A/swine/Iowa/A01501685/2014|A_/_H3N2|unassigned|2014-06-05|HA|4||EPI_ISL_165150,1990.4.a
A/swine/Nebraska/4B-1113-P20/2013|A_/_H3N2|unassigned|2013-01-01|HA|4||EPI_ISL_16702403,1990.4.a
A/swine/Ohio/10SW122/2010|A_/_H3N2|unassigned|2010-08-12|HA|4||EPI_ISL_133833,1990.4.a
"Influenza A virus (A/swine/Ohio/OH22-20447/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Ohio|Sus scrofa|2022-09-01|OQ750011.1",2010.1
A/swine/Minnesota/A01785628/2018|A_/_H3N2|unassigned|2018-09-26|HA|4||EPI_ISL_379923,2010.1
A/swine/Indiana/25TOSU1648/2025|A_/_H3N2|unassigned|2025-06-19|HA|4||EPI_ISL_20191139,2010.1
A/swine/Ohio/7/2012|A_/_H3N2|unassigned|2012-06-01|HA|4||EPI_ISL_123129,1990.4.a
A/swine/Ohio/20TOSU3133/2020|A_/_H3N2|unassigned|2020-08-17|HA|4||EPI_ISL_14224205,1990.4.a
A/swine/Illinois/A02478974/2019|A_/_H3N2|unassigned|2019-12-26|HA|4||EPI_ISL_501656,2010.1
A/swine/Nebraska/A02245411/2020|A_/_H3N2|unassigned|2020-02-04|HA|4||EPI_ISL_503723,1990.4.a
A/swine/South_Dakota/A01350803/2013|A_/_H3N2|unassigned|2013-05-30|HA|4||EPI_ISL_143763,1990.4.a
A/swine/Indiana/A02267447/2018|A_/_H3N2|3C.2a1|2018-10-09|HA|4||EPI_ISL_379419,2010.2
A/swine/Indiana/A00968397/2012|A_/_H3N2|unassigned|2012-08-06|HA|4||EPI_ISL_130419,1990.4.a
A/swine/Nebraska/075907_A02862773/2024|A_/_H3N2|unassigned|2024-07-25|HA|4||EPI_ISL_19367261,2010.1
A/swine/Kansas/A01785786/2018|A_/_H3N2|unassigned|2018-12-10|HA|4||EPI_ISL_376670,1990.4.a
A/swine/Iowa/A01795793/2015|A_/_H3N2|unassigned|2015-11-05|HA|4||EPI_ISL_205067,1990.4.a
A/swine/Ohio/23-6005/2023|A_/_H3N2|unassigned|2023-03-13|HA|4||EPI_ISL_20185905,2010.2
A/swine/Nebraska/A02478470/2019|A_/_H3N2|unassigned|2019-05-09|HA|4||EPI_ISL_368769,1990.1
A/swine/Iowa/A02432156/2019|A_/_H3N2|unassigned|2019-04-08|HA|4||EPI_ISL_366155,1990.4.a
"Influenza A virus (A/swine/Texas/A02246998/2021(H3N?)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N?|USA: Texas|Sus scrofa|2021-11-18|OM654397.1",2010.1
"Influenza A virus (A/swine/Indiana/A01410287/2014(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Indiana|Sus scrofa|2014-02|KJ605102.1",1990.4.a
A/swine/Minnesota/2014016871/2014|A_/_H3N1|unassigned|2014-03-08|HA|4||EPI_ISL_167185,1990.4
"Influenza A virus (A/swine/Oklahoma/A02712160/2022(H3N?)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N?|USA: Oklahoma|Sus scrofa|2022-10-05|OQ352174.1",2010.1
A/swine/Iowa/A02751483/2022|A_/_H3N2|unassigned|2022-12-08|HA|4||EPI_ISL_17184168,2010.1
A/swine/Missouri/00260/2004|A_/_H3N2|unassigned|2004-06-01|HA|4||EPI_ISL_190215,1990.4-like
A/swine/Iowa/A02257394/2018|A_/_H3N2|unassigned|2018-09-12|HA|4||EPI_ISL_379800,2010.1
A/swine/Kansas/11-101926/2011|A_/_H3N2|unassigned|2011-01-19|HA|4||EPI_ISL_100247,1990.4.f
"Influenza A virus (A/swine/Iowa/22TOSU1686/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2022-06-16|OP871072.1",2010.1
A/swine/Illinois/A01201633/2011|A_/_H3N2|unassigned|2011-06-07|HA|4||EPI_ISL_124298,1990.4.d
A/swine/Minnesota/A02245351/2019|A_/_H3N2|unassigned|2019-12-02|HA|4||EPI_ISL_505938,2010.1
A/swine/Minnesota/A02711864/2022|A_/_H3N2|unassigned|2022-08-17|HA|4||EPI_ISL_16212284,2010.1
A/swine/Ohio/OH-10318/2021|A_/_H3N2|3C.3a|2021-04-30|HA|4||EPI_ISL_17471721,1990.4.a
A/swine/Indiana/A01203509/2012|A_/_H3N2|unassigned|2012-05-09|HA|4||EPI_ISL_124049,1990.4.a
A/swine/Minnesota/A02245014/2019|A_/_H3N2|unassigned|2019-03-18|HA|4||EPI_ISL_370052,1990.4.a
A/swine/Iowa/ISU-A02862183/2023|A_/_H3N2|3C.2|2023-12-28|HA|4||EPI_ISL_18847083,2010.1
A/swine/Illinois/106657_02858919/2025|A_/_H3N2|unassigned|2025-10-15|HA|4||EPI_ISL_20252056,2010.1
A/swine/Missouri/ISU-A02862187/2023|A_/_H3N2|3C.2|2023-12-27|HA|4||EPI_ISL_18847112,2010.1
A/swine/Montana/083993_02858768/2025|A_/_H3N2|unassigned|2025-08-11|HA|4||EPI_ISL_20170550,2010.1
A/swine/Iowa/A01932578/2017|A_/_H3N2|unassigned|2017-02-27|HA|4||EPI_ISL_260821,2010.1
A/swine/Minnesota/A02862464/2024|A_/_H3N2|3C.3a|2024-03-24|HA|4||EPI_ISL_19072940,1990.4.a
A/swine/North_Carolina/A02862290/2024|A_/_H3N2|3C.2|2024-02-08|HA|4||EPI_ISL_19029140,2010.1
A/swine/Iowa/A02254363/2018|A_/_H3N2|unassigned|2018-07-25|HA|4||EPI_ISL_326820,2010.1
A/swine/North_Carolina/A01895763/2016|A_/_H3N2|unassigned|2016-04-20|HA|4||EPI_ISL_225510,1990.4.a
A/swine/Indiana/13TOSU1319/2013|A_/_H3N2|unassigned|2013-08-01|HA|4||EPI_ISL_161141,1990.4.a
A/swine/Nebraska/8534/2011|A_/_H3N2|unassigned|2011-06-01|HA|4||EPI_ISL_142714,1990.4
A/swine/Minnesota/A02979359/2024|A_/_H3N2|3C.2a1b.2a.2a.1b|2024-10-30|HA|4||EPI_ISL_19820121,Other-Human-2020
A/swine/Indiana/A02751182/2022|A_/_H3N2|3C.2|2022-11-04|HA|4||EPI_ISL_16925106,2010.1
A/swine/Iowa/A02636431/2022|A_/_H3N2|unassigned|2022-01-21|HA|4||EPI_ISL_14775855,1990.4.a
A/swine/Iowa/A02858658/2025|A_/_H3N2|unassigned|2025-06-03|HA|4||EPI_ISL_20051675,2010.1
A/swine/Indiana/17TOSU1731/2017|A_/_H3N2|unassigned|2017-07-01|HA|4||EPI_ISL_379328,2010.1
A/swine/Ohio/A02479354/2020|A_/_H3N2|unassigned|2020-05-19|HA|4||EPI_ISL_501780,1990.4.a
"Influenza A virus (A/swine/Iowa/A01731412/2016(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2016-02-10|KU877359.1",2010.1
A/swine/Iowa/A01777671/2016|A_/_H3N2|unassigned|2016-07-06|HA|4||EPI_ISL_234950,2010.1
A/swine/Minnesota/A01785568/2018|A_/_H3N2|unassigned|2018-06-08|HA|4||EPI_ISL_328409,2010.1
A/swine/Iowa/A02266076/2018|A_/_H3N2|unassigned|2018-10-03|HA|4||EPI_ISL_379377,2010.1
A/swine/Iowa/103208_02858887/2025|A_/_H3N2|unassigned|2025-10-09|HA|4||EPI_ISL_20247429,2010.1
A/swine/Iowa/083995_02858770/2025|A_/_H3N2|unassigned|2025-08-13|HA|4||EPI_ISL_20170553,2010.1
A/swine/Iowa/13G060/2013|A_/_H3N2|unassigned|2013-07-19|HA|4||EPI_ISL_157605,1990.4
A/swine/Illinois/100227/2017|A_/_H3|unassigned|2017-01-04|HA|4||EPI_ISL_19278890,1990.4.a
A/swine/Iowa/A02858706/2025|A_/_H3N2|unassigned|2025-06-30|HA|4||EPI_ISL_20098717,Other-Human-2020
A/swine/Nebraska/A01823392/2015|A_/_H3N2|unassigned|2015-07-07|HA|4||EPI_ISL_195445,1990.4.a
A/swine/Ohio/12TOSU527/2012|A_/_H3N2|unassigned|2012-08-15|HA|4||EPI_ISL_131258,1990.4.a
A/swine/Indiana/A02862840/2024|A_/_H3N2|unassigned|2024-08-26|HA|4||EPI_ISL_19436815,2010.2
A/swine/Illinois/53612-3/2009|A_/_H3N2|unassigned|2009-09-21|HA|4||EPI_ISL_86216,1990.4
A/swine/Kansas/A01377243/2014|A_/_H3N2|unassigned|2014-03-07|HA|4||EPI_ISL_162472,1990.4.a
A/swine/Illinois/A01555180/2014|A_/_H3N2|unassigned|2014-12-18|HA|4||EPI_ISL_173675,1990.4.b1
A/swine/Minnesota/A01301000/2012|A_/_H3N2|unassigned|2012-05-03|HA|4||EPI_ISL_130149,1990.4.f
A/swine/Iowa/A02245581/2020|A_/_H3N2|unassigned|2020-04-06|HA|4||EPI_ISL_504160,1990.4.a
A/swine/Indiana/A02478818/2019|A_/_H3N2|unassigned|2019-10-28|HA|4||EPI_ISL_503406,1990.4.a
A/swine/Illinois/100558/2019|A_/_H3|3C.2a1|2019-02-20|HA|4||EPI_ISL_19278431,2010.2
A/swine/Iowa/A02525106/2021|A_/_H3N2|unassigned|2021-01-22|HA|4||EPI_ISL_4081990,2010.1
A/swine/North_Carolina/A01076212/2010|A_/_H3N2|unassigned|2010-06-27|HA|4||EPI_ISL_104806,1990.4
A/swine/Iowa/A02861232/2023|A_/_H3N2|3C.2|2023-02-23|HA|4||EPI_ISL_17353482,2010.1
A/swine/Iowa/16TOSU2707/2016|A_/_H3N2|unassigned|2016-06-09|HA|4||EPI_ISL_254007,1990.4.a
A/swine/West_Virginia/17TOSU4485/2017|A_/_H3N2|unassigned|2017-08-01|HA|4||EPI_ISL_379311,2010.1
A/swine/Iowa/A02862659/2024|A_/_H3N2|unassigned|2024-07-25|HA|4||EPI_ISL_19301243,2010.1
A/swine/Iowa/13H075/2013|A_/_H3N2|unassigned|2013-08-28|HA|4||EPI_ISL_157606,1990.4.a
A/swine/Iowa/A02524556/2020|A_/_H3N2|unassigned|2020-08-19|HA|4||EPI_ISL_707249,1990.4.a
A/swine/Illinois/A02751215/2022|A_/_H3N2|3C.2|2022-11-09|HA|4||EPI_ISL_16925072,2010.1
A/swine/North_Carolina/A02525158/2021|A_/_H3N2|unassigned|2021-02-05|HA|4||EPI_ISL_4082026,1990.4.a
A/swine/Iowa/A02524889/2020|A_/_H3N2|unassigned|2020-11-10|HA|4||EPI_ISL_4081721,1990.4.a
A/swine/Minnesota/A01049936/2011|A_/_H3N2|unassigned|2011-05-03|HA|4||EPI_ISL_97112,1990.4.b2
A/swine/Iowa/A02157859/2018|A_/_H3N2|unassigned|2018-04-17|HA|4||EPI_ISL_329207,2010.1
A/swine/Nebraska/I087903/2025|A_/_H3N1|unassigned|2025-08-27|HA|4||EPI_ISL_20327339,1990.4.i
A/swine/Iowa/A02862392/2024|A_/_H3N2|3C.2|2024-03-12|HA|4||EPI_ISL_19072325,2010.1
A/swine/Wyoming/A01444562/2013|A_/_H3N2|unassigned|2013-01-13|HA|4||EPI_ISL_136647,1990.4.a
A/swine/South_Dakota/A02430908/2019|A_/_H3N2|unassigned|2019-02-26|HA|4||EPI_ISL_372265,1990.1
A/swine/North_Carolina/ISU-A02862250/2024|A_/_H3N2|unassigned|2024-01-24|HA|4||EPI_ISL_18934815,2010.1
A/swine/Minnesota/A02978849/2024|A_/_H3N2|unassigned|2024-03-13|HA|4||EPI_ISL_19134581,2010.1
A/swine/Indiana/100731/2020|A_/_H3|3C.3a|2020-12-09|HA|4||EPI_ISL_19278083,1990.4.a
A/swine/Iowa/A01781973/2016|A_/_H3N2|unassigned|2016-09-28|HA|4||EPI_ISL_243787,1990.4.i
A/swine/Indiana/ISU-A02861738/2023|A_/_H3N2|unassigned|2023-08-21|HA|4||EPI_ISL_18291198,1990.4.a
"Influenza A virus (A/swine/Iowa/20TOSU2329/2020(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2020-07-10|OP654931.1",1990.4.a
"Influenza A virus (A/swine/Iowa/A02862299/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2024-02-13|PP467088.1",2010.1
A/swine/Ohio/A02751478/2023|A_/_H3N2|3C.2|2023-01-17|HA|4||EPI_ISL_17184162,2010.1
A/swine/Missouri/A02271170/2018|A_/_H3N2|unassigned|2018-12-03|HA|4||EPI_ISL_376391,2010.1
A/swine/Minnesota/A02978435/2023|A_/_H3N2|3C.3a|2023-02-20|HA|4||EPI_ISL_17373179,1990.4.a
A/swine/Illinois/A01290508/2013|A_/_H3N2|unassigned|2013-10-01|HA|4||EPI_ISL_151732,1990.4.a
A/swine/Illinois/A01410110/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_157195,1990.4.a
A/swine/Nebraska/I026909/2024|A_/_H3N2|unassigned|2024-03-12|HA|4||EPI_ISL_19268411,1990.4.i
