"sequence_name","clade","name_cleaned","location","date"
"A/swine/Illinois/A01555180/2014|A_/_H3N2|unassigned|2014-12-18|HA|4|EPI_ISL_173675","1990.4.b1","A/swine/Illinois/A01555180/2014|A_/_H3N2|1990.4.b1|2014-12-18|HA|4|EPI_ISL_173675","Illinois","2014-12-18"
"A/swine/Minnesota/A01675363/2016|A_/_H3N2|unassigned|2016-01-25|HA|4|EPI_ISL_213800","1990.4.b1","A/swine/Minnesota/A01675363/2016|A_/_H3N2|1990.4.b1|2016-01-25|HA|4|EPI_ISL_213800","Minnesota","2016-01-25"
"A/swine/North_Dakota/A01104084/2014|A_/_H3N2|unassigned|2014-07-25|HA|4|EPI_ISL_166532","1990.4.b1","A/swine/North Dakota/A01104084/2014|A_/_H3N2|1990.4.b1|2014-07-25|HA|4|EPI_ISL_166532","North Dakota","2014-07-25"
"A/swine/Arkansas/A01840185/2014|A_/_H3N2|unassigned|2014-11-08|HA|4|EPI_ISL_173655","1990.4.b1","A/swine/Arkansas/A01840185/2014|A_/_H3N2|1990.4.b1|2014-11-08|HA|4|EPI_ISL_173655","Arkansas","2014-11-08"
"A/swine/Iowa/A01476395/2014|A_/_H3N2|unassigned|2014-09-10|HA|4|EPI_ISL_167432","1990.4.b1","A/swine/Iowa/A01476395/2014|A_/_H3N2|1990.4.b1|2014-09-10|HA|4|EPI_ISL_167432","Iowa","2014-09-10"
"A/swine/Indiana/A01260591/2014|A_/_H3N2|unassigned|2014-07-16|HA|4|EPI_ISL_167187","1990.4.b1","A/swine/Indiana/A01260591/2014|A_/_H3N2|1990.4.b1|2014-07-16|HA|4|EPI_ISL_167187","Indiana","2014-07-16"
"A/swine/Indiana/A01476391/2014|A_/_H3N2|unassigned|2014-09-09|HA|4|EPI_ISL_167426","1990.4.b1","A/swine/Indiana/A01476391/2014|A_/_H3N2|1990.4.b1|2014-09-09|HA|4|EPI_ISL_167426","Indiana","2014-09-09"
"A/swine/Illinois/A02076652/2015|A_/_H3N2|unassigned|2015-04-28|HA|4|EPI_ISL_190523","1990.4.b1","A/swine/Illinois/A02076652/2015|A_/_H3N2|1990.4.b1|2015-04-28|HA|4|EPI_ISL_190523","Illinois","2015-04-28"
"A/swine/Indiana/A01477819/2014|A_/_H3N2|unassigned|2014-11-05|HA|4|EPI_ISL_182298","1990.4.b1","A/swine/Indiana/A01477819/2014|A_/_H3N2|1990.4.b1|2014-11-05|HA|4|EPI_ISL_182298","Indiana","2014-11-05"
"A/swine/Arkansas/A01555210/2014|A_/_H3N2|unassigned|2014-12-22|HA|4|EPI_ISL_174465","1990.4.b1","A/swine/Arkansas/A01555210/2014|A_/_H3N2|1990.4.b1|2014-12-22|HA|4|EPI_ISL_174465","Arkansas","2014-12-22"
"A/swine/Arkansas/A01840240/2014|A_/_H3N2|unassigned|2014-12-22|HA|4|EPI_ISL_174469","unassigned","A/swine/Arkansas/A01840240/2014|A_/_H3N2|unassigned|2014-12-22|HA|4|EPI_ISL_174469","Arkansas","2014-12-22"
"A/swine/Arkansas/A01840027/2014|A_/_H3N2|unassigned|2014-12-02|HA|4|EPI_ISL_174302","1990.4.b1","A/swine/Arkansas/A01840027/2014|A_/_H3N2|1990.4.b1|2014-12-02|HA|4|EPI_ISL_174302","Arkansas","2014-12-02"
"A/swine/Iowa/A02077555/2015|A_/_H3N2|unassigned|2015-05-07|HA|4|EPI_ISL_190477","1990.4.b1","A/swine/Iowa/A02077555/2015|A_/_H3N2|1990.4.b1|2015-05-07|HA|4|EPI_ISL_190477","Iowa","2015-05-07"
"A/swine/Ohio/14TOSU21801/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200903","1990.4.b1","A/swine/Ohio/14TOSU21801/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200903","Ohio","2014-01-01"
"A/swine/Ohio/14TOSU0294/2014|A_/_H3N2|unassigned|2014-08-04|HA|4|EPI_ISL_243756","1990.4.b1","A/swine/Ohio/14TOSU0294/2014|A_/_H3N2|1990.4.b1|2014-08-04|HA|4|EPI_ISL_243756","Ohio","2014-08-04"
"A/swine/Ohio/14TOSU0306/2014|A_/_H3N2|unassigned|2014-08-04|HA|4|EPI_ISL_243765","1990.4.b1","A/swine/Ohio/14TOSU0306/2014|A_/_H3N2|1990.4.b1|2014-08-04|HA|4|EPI_ISL_243765","Ohio","2014-08-04"
"A/swine/Iowa/A01470314/2015|A_/_H3N2|unassigned|2015-03-09|HA|4|EPI_ISL_177920","1990.4.b1","A/swine/Iowa/A01470314/2015|A_/_H3N2|1990.4.b1|2015-03-09|HA|4|EPI_ISL_177920","Iowa","2015-03-09"
"A/swine/Iowa/A01290671/2013|A_/_H3N2|unassigned|2013-10-01|HA|4|EPI_ISL_153728","1990.4.b1","A/swine/Iowa/A01290671/2013|A_/_H3N2|1990.4.b1|2013-10-01|HA|4|EPI_ISL_153728","Iowa","2013-10-01"
"A/swine/Iowa/A01432826/2013|A_/_H3N2|unassigned|2013-06-01|HA|4|EPI_ISL_147156","1990.4.b1","A/swine/Iowa/A01432826/2013|A_/_H3N2|1990.4.b1|2013-06-01|HA|4|EPI_ISL_147156","Iowa","2013-06-01"
"A/swine/Kentucky/14TOSU23883/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200873","1990.4.b1","A/swine/Kentucky/14TOSU23883/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200873","Kentucky","2014-01-01"
"A/swine/Ohio/14TOSU21805/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200896","1990.4.b1","A/swine/Ohio/14TOSU21805/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200896","Ohio","2014-01-01"
"A/swine/Kentucky/14TOSU23911/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200900","1990.4.b1","A/swine/Kentucky/14TOSU23911/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200900","Kentucky","2014-01-01"
"A/swine/Indiana/16TOSU4068/2016|A_/_H3N2|unassigned|2016-07-01|HA|4|EPI_ISL_261507","unassigned","A/swine/Indiana/16TOSU4068/2016|A_/_H3N2|unassigned|2016-07-01|HA|4|EPI_ISL_261507","Indiana","2016-07-01"
"A/swine/Iowa/A01782576/2016|A_/_H3N2|unassigned|2016-10-19|HA|4|EPI_ISL_245076","1990.4.b1","A/swine/Iowa/A01782576/2016|A_/_H3N2|1990.4.b1|2016-10-19|HA|4|EPI_ISL_245076","Iowa","2016-10-19"
"A/swine/Iowa/A01481221/2014|A_/_H3N2|unassigned|2014-05-02|HA|4|EPI_ISL_163635","1990.4.b1","A/swine/Iowa/A01481221/2014|A_/_H3N2|1990.4.b1|2014-05-02|HA|4|EPI_ISL_163635","Iowa","2014-05-02"
"A/swine/Illinois/A01554952/2015|A_/_H3N2|unassigned|2015-05-14|HA|4|EPI_ISL_191509","1990.4.b1","A/swine/Illinois/A01554952/2015|A_/_H3N2|1990.4.b1|2015-05-14|HA|4|EPI_ISL_191509","Illinois","2015-05-14"
"A/swine/Iowa/A01290933/2013|A_/_H3N2|unassigned|2013-12-01|HA|4|EPI_ISL_155708","1990.4.b1","A/swine/Iowa/A01290933/2013|A_/_H3N2|1990.4.b1|2013-12-01|HA|4|EPI_ISL_155708","Iowa","2013-12-01"
"A/swine/Iowa/A01432680/2013|A_/_H3N2|unassigned|2013-05-01|HA|4|EPI_ISL_143206","1990.4.b1","A/swine/Iowa/A01432680/2013|A_/_H3N2|1990.4.b1|2013-05-01|HA|4|EPI_ISL_143206","Iowa","2013-05-01"
"A/swine/Iowa/A01432731/2013|A_/_H3N2|unassigned|2013-05-01|HA|4|EPI_ISL_143208","1990.4.b1","A/swine/Iowa/A01432731/2013|A_/_H3N2|1990.4.b1|2013-05-01|HA|4|EPI_ISL_143208","Iowa","2013-05-01"
"A/swine/Minnesota/A01392044/2013|A_/_H3N2|unassigned|2013-09-10|HA|4|EPI_ISL_151705","1990.4.b1","A/swine/Minnesota/A01392044/2013|A_/_H3N2|1990.4.b1|2013-09-10|HA|4|EPI_ISL_151705","Minnesota","2013-09-10"
"A/swine/Minnesota/A01271731/2012|A_/_H3N2|unassigned|2012-10-31|HA|4|EPI_ISL_133006","1990.4.b1","A/swine/Minnesota/A01271731/2012|A_/_H3N2|1990.4.b1|2012-10-31|HA|4|EPI_ISL_133006","Minnesota","2012-10-31"
"A/swine/Minnesota/A01300160/2012|A_/_H3N2|unassigned|2012-06-01|HA|4|EPI_ISL_130121","1990.4.b1","A/swine/Minnesota/A01300160/2012|A_/_H3N2|1990.4.b1|2012-06-01|HA|4|EPI_ISL_130121","Minnesota","2012-06-01"
"A/swine/Iowa/A01300194/2012|A_/_H3N2|unassigned|2012-06-21|HA|4|EPI_ISL_130131","1990.4.b1","A/swine/Iowa/A01300194/2012|A_/_H3N2|1990.4.b1|2012-06-21|HA|4|EPI_ISL_130131","Iowa","2012-06-21"
"A/swine/Iowa/A01300195/2012|A_/_H3N2|unassigned|2012-06-25|HA|4|EPI_ISL_130136","unassigned","A/swine/Iowa/A01300195/2012|A_/_H3N2|unassigned|2012-06-25|HA|4|EPI_ISL_130136","Iowa","2012-06-25"
"A/swine/Iowa/A01203482/2012|A_/_H3N2|unassigned|2012-04-30|HA|4|EPI_ISL_124044","1990.4.b1","A/swine/Iowa/A01203482/2012|A_/_H3N2|1990.4.b1|2012-04-30|HA|4|EPI_ISL_124044","Iowa","2012-04-30"
"A/swine/Iowa/A01203304/2012|A_/_H3N2|unassigned|2012-02-27|HA|4|EPI_ISL_127700","1990.4.b1","A/swine/Iowa/A01203304/2012|A_/_H3N2|1990.4.b1|2012-02-27|HA|4|EPI_ISL_127700","Iowa","2012-02-27"
"A/swine/Iowa/A01203459/2012|A_/_H3N2|unassigned|2012-04-23|HA|4|EPI_ISL_127724","1990.4.b1","A/swine/Iowa/A01203459/2012|A_/_H3N2|1990.4.b1|2012-04-23|HA|4|EPI_ISL_127724","Iowa","2012-04-23"
"A/swine/Iowa/A01203104/2011|A_/_H3N2|unassigned|2011-12-27|HA|4|EPI_ISL_127880","unassigned","A/swine/Iowa/A01203104/2011|A_/_H3N2|unassigned|2011-12-27|HA|4|EPI_ISL_127880","Iowa","2011-12-27"
"A/swine/Iowa/A01203492/2012|A_/_H3N2|unassigned|2012-05-04|HA|4|EPI_ISL_124045","1990.4.b1","A/swine/Iowa/A01203492/2012|A_/_H3N2|1990.4.b1|2012-05-04|HA|4|EPI_ISL_124045","Iowa","2012-05-04"
"A/swine/Iowa/A01243311/2012|A_/_H3N2|unassigned|2012-04-23|HA|4|EPI_ISL_127727","1990.4.b1","A/swine/Iowa/A01243311/2012|A_/_H3N2|1990.4.b1|2012-04-23|HA|4|EPI_ISL_127727","Iowa","2012-04-23"
"A/swine/Minnesota/A01442410/2012|A_/_H3N2|unassigned|2012-03-26|HA|4|EPI_ISL_134291","1990.4.b1","A/swine/Minnesota/A01442410/2012|A_/_H3N2|1990.4.b1|2012-03-26|HA|4|EPI_ISL_134291","Minnesota","2012-03-26"
"A/swine/Iowa/A01203463/2012|A_/_H3N2|unassigned|2012-04-24|HA|4|EPI_ISL_127723","1990.4.b1","A/swine/Iowa/A01203463/2012|A_/_H3N2|1990.4.b1|2012-04-24|HA|4|EPI_ISL_127723","Iowa","2012-04-24"
"A/swine/Illinois/A01271617/2012|A_/_H3N2|unassigned|2012-10-30|HA|4|EPI_ISL_144533","1990.4.b1","A/swine/Illinois/A01271617/2012|A_/_H3N2|1990.4.b1|2012-10-30|HA|4|EPI_ISL_144533","Illinois","2012-10-30"
"A/swine/Illinois/A01271623/2012|A_/_H3N2|unassigned|2012-10-30|HA|4|EPI_ISL_133007","unassigned","A/swine/Illinois/A01271623/2012|A_/_H3N2|unassigned|2012-10-30|HA|4|EPI_ISL_133007","Illinois","2012-10-30"
"A/swine/Iowa/A01432077/2012|A_/_H3N2|unassigned|2012-10-01|HA|4|EPI_ISL_132333","1990.4.b1","A/swine/Iowa/A01432077/2012|A_/_H3N2|1990.4.b1|2012-10-01|HA|4|EPI_ISL_132333","Iowa","2012-10-01"
"A/swine/Iowa/A01203872/2012|A_/_H3N2|unassigned|2012-10-01|HA|4|EPI_ISL_132350","1990.4.b1","A/swine/Iowa/A01203872/2012|A_/_H3N2|1990.4.b1|2012-10-01|HA|4|EPI_ISL_132350","Iowa","2012-10-01"
"A/swine/Iowa/A01203954/2012|A_/_H3N2|unassigned|2012-10-01|HA|4|EPI_ISL_132359","unassigned","A/swine/Iowa/A01203954/2012|A_/_H3N2|unassigned|2012-10-01|HA|4|EPI_ISL_132359","Iowa","2012-10-01"
"A/swine/Iowa/A01203943/2012|A_/_H3N2|unassigned|2012-10-03|HA|4|EPI_ISL_132356","1990.4.b1","A/swine/Iowa/A01203943/2012|A_/_H3N2|1990.4.b1|2012-10-03|HA|4|EPI_ISL_132356","Iowa","2012-10-03"
"A/swine/Minnesota/A01442898/2012|A_/_H3N2|unassigned|2012-12-18|HA|4|EPI_ISL_135951","1990.4.b1","A/swine/Minnesota/A01442898/2012|A_/_H3N2|1990.4.b1|2012-12-18|HA|4|EPI_ISL_135951","Minnesota","2012-12-18"
"A/swine/Minnesota/A01271014/2012|A_/_H3N2|unassigned|2012-10-17|HA|4|EPI_ISL_132372","1990.4.b1","A/swine/Minnesota/A01271014/2012|A_/_H3N2|1990.4.b1|2012-10-17|HA|4|EPI_ISL_132372","Minnesota","2012-10-17"
"A/swine/Minnesota/A01271001/2012|A_/_H3N2|unassigned|2012-10-17|HA|4|EPI_ISL_132376","1990.4.b1","A/swine/Minnesota/A01271001/2012|A_/_H3N2|1990.4.b1|2012-10-17|HA|4|EPI_ISL_132376","Minnesota","2012-10-17"
"A/swine/Minnesota/A01432544/2013|A_/_H3N2|unassigned|2013-03-01|HA|4|EPI_ISL_140694","1990.4.b1","A/swine/Minnesota/A01432544/2013|A_/_H3N2|1990.4.b1|2013-03-01|HA|4|EPI_ISL_140694","Minnesota","2013-03-01"
"A/swine/Minnesota/A01267989/2012|A_/_H3N2|unassigned|2012-10-29|HA|4|EPI_ISL_132340","1990.4.b1","A/swine/Minnesota/A01267989/2012|A_/_H3N2|1990.4.b1|2012-10-29|HA|4|EPI_ISL_132340","Minnesota","2012-10-29"
"A/swine/Minnesota/A01271227/2012|A_/_H3N2|unassigned|2012-10-08|HA|4|EPI_ISL_132316","1990.4.b1","A/swine/Minnesota/A01271227/2012|A_/_H3N2|1990.4.b1|2012-10-08|HA|4|EPI_ISL_132316","Minnesota","2012-10-08"
"A/swine/Minnesota/A01271443/2012|A_/_H3N2|unassigned|2012-10-15|HA|4|EPI_ISL_133008","1990.4.b1","A/swine/Minnesota/A01271443/2012|A_/_H3N2|1990.4.b1|2012-10-15|HA|4|EPI_ISL_133008","Minnesota","2012-10-15"
"A/swine/Iowa/A01203612/2012|A_/_H3N2|unassigned|2012-06-30|HA|4|EPI_ISL_128299","1990.4.b1","A/swine/Iowa/A01203612/2012|A_/_H3N2|1990.4.b1|2012-06-30|HA|4|EPI_ISL_128299","Iowa","2012-06-30"
"A/swine/Minnesota/4/2012|A_/_H3N2|unassigned|2012-06-01|HA|4|EPI_ISL_122104","1990.4.b1","A/swine/Minnesota/4/2012|A_/_H3N2|1990.4.b1|2012-06-01|HA|4|EPI_ISL_122104","Minnesota","2012-06-01"
"A/swine/Minnesota/A01432433/2013|A_/_H3N2|unassigned|2013-02-01|HA|4|EPI_ISL_138850","1990.4.b1","A/swine/Minnesota/A01432433/2013|A_/_H3N2|1990.4.b1|2013-02-01|HA|4|EPI_ISL_138850","Minnesota","2013-02-01"
"A/swine/Minnesota/A01301665/2012|A_/_H3N2|unassigned|2012-09-04|HA|4|EPI_ISL_129872","1990.4.b1","A/swine/Minnesota/A01301665/2012|A_/_H3N2|1990.4.b1|2012-09-04|HA|4|EPI_ISL_129872","Minnesota","2012-09-04"
"A/swine/Iowa/A01203936/2012|A_/_H3N2|unassigned|2012-10-01|HA|4|EPI_ISL_132352","1990.4.b1","A/swine/Iowa/A01203936/2012|A_/_H3N2|1990.4.b1|2012-10-01|HA|4|EPI_ISL_132352","Iowa","2012-10-01"
"A/swine/Iowa/A01432072/2012|A_/_H3N2|unassigned|2012-10-01|HA|4|EPI_ISL_132336","1990.4.b1","A/swine/Iowa/A01432072/2012|A_/_H3N2|1990.4.b1|2012-10-01|HA|4|EPI_ISL_132336","Iowa","2012-10-01"
"A/swine/Minnesota/A01280543/2013|A_/_H3N2|unassigned|2013-01-25|HA|4|EPI_ISL_137547","1990.4.b1","A/swine/Minnesota/A01280543/2013|A_/_H3N2|1990.4.b1|2013-01-25|HA|4|EPI_ISL_137547","Minnesota","2013-01-25"
"A/swine/Illinois/A01244402/2012|A_/_H3N2|unassigned|2012-12-05|HA|4|EPI_ISL_134289","unassigned","A/swine/Illinois/A01244402/2012|A_/_H3N2|unassigned|2012-12-05|HA|4|EPI_ISL_134289","Illinois","2012-12-05"
"A/swine/Minnesota/A01432462/2013|A_/_H3N2|unassigned|2013-02-01|HA|4|EPI_ISL_138853","1990.4.b1","A/swine/Minnesota/A01432462/2013|A_/_H3N2|1990.4.b1|2013-02-01|HA|4|EPI_ISL_138853","Minnesota","2013-02-01"
"A/swine/Minnesota/A01432932/2013|A_/_H3N2|unassigned|2013-08-01|HA|4|EPI_ISL_145689","1990.4.b1","A/swine/Minnesota/A01432932/2013|A_/_H3N2|1990.4.b1|2013-08-01|HA|4|EPI_ISL_145689","Minnesota","2013-08-01"
"A/swine/Iowa/A01203248/2012|A_/_H3N2|unassigned|2012-02-09|HA|4|EPI_ISL_127895","1990.4.b1","A/swine/Iowa/A01203248/2012|A_/_H3N2|1990.4.b1|2012-02-09|HA|4|EPI_ISL_127895","Iowa","2012-02-09"
"A/swine/Minnesota/A01203517/2012|A_/_H3N2|unassigned|2012-05-15|HA|4|EPI_ISL_124050","1990.4.b1","A/swine/Minnesota/A01203517/2012|A_/_H3N2|1990.4.b1|2012-05-15|HA|4|EPI_ISL_124050","Minnesota","2012-05-15"
"A/swine/Minnesota/A01327921/2012|A_/_H3N2|unassigned|2012-05-08|HA|4|EPI_ISL_130036","unassigned","A/swine/Minnesota/A01327921/2012|A_/_H3N2|unassigned|2012-05-08|HA|4|EPI_ISL_130036","Minnesota","2012-05-08"
"A/swine/Minnesota/A01327922/2012|A_/_H3N2|unassigned|2012-05-08|HA|4|EPI_ISL_130084","unassigned","A/swine/Minnesota/A01327922/2012|A_/_H3N2|unassigned|2012-05-08|HA|4|EPI_ISL_130084","Minnesota","2012-05-08"
"A/swine/Minnesota/A01300992/2012|A_/_H3N2|unassigned|2012-07-10|HA|4|EPI_ISL_130135","1990.4.b1","A/swine/Minnesota/A01300992/2012|A_/_H3N2|1990.4.b1|2012-07-10|HA|4|EPI_ISL_130135","Minnesota","2012-07-10"
"A/swine/Minnesota/A01442411/2012|A_/_H3N2|unassigned|2012-04-17|HA|4|EPI_ISL_134302","1990.4.b1","A/swine/Minnesota/A01442411/2012|A_/_H3N2|1990.4.b1|2012-04-17|HA|4|EPI_ISL_134302","Minnesota","2012-04-17"
"A/swine/Minnesota/A01240792/2012|A_/_H3N2|unassigned|2012-01-06|HA|4|EPI_ISL_130158","1990.4.b1","A/swine/Minnesota/A01240792/2012|A_/_H3N2|1990.4.b1|2012-01-06|HA|4|EPI_ISL_130158","Minnesota","2012-01-06"
"A/swine/Iowa/A01279512/2012|A_/_H3N2|unassigned|2012-12-03|HA|4|EPI_ISL_133672","1990.4.b1","A/swine/Iowa/A01279512/2012|A_/_H3N2|1990.4.b1|2012-12-03|HA|4|EPI_ISL_133672","Iowa","2012-12-03"
"A/swine/Iowa/MT_12_07_4289/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271039","1990.4.b1","A/swine/Iowa/MT_12_07_4289/2012|A_/_H3N2|1990.4.b1|2012-08-31|HA|4|EPI_ISL_271039","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4294/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271052","unassigned","A/swine/Iowa/MT_12_07_4294/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271052","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4288/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271050","unassigned","A/swine/Iowa/MT_12_07_4288/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271050","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4299/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271057","unassigned","A/swine/Iowa/MT_12_07_4299/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271057","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4286/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271065","unassigned","A/swine/Iowa/MT_12_07_4286/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271065","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4295/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271067","unassigned","A/swine/Iowa/MT_12_07_4295/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271067","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4300/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271077","unassigned","A/swine/Iowa/MT_12_07_4300/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271077","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4303/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271086","unassigned","A/swine/Iowa/MT_12_07_4303/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271086","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4290/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271082","unassigned","A/swine/Iowa/MT_12_07_4290/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271082","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4298/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271641","unassigned","A/swine/Iowa/MT_12_07_4298/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271641","Iowa","2012-08-31"
"A/swine/South_Dakota/MT_12_07_5386/2012|A_/_H3N2|unassigned|2012-07-27|HA|4|EPI_ISL_271652","unassigned","A/swine/South Dakota/MT_12_07_5386/2012|A_/_H3N2|unassigned|2012-07-27|HA|4|EPI_ISL_271652","South Dakota","2012-07-27"
"A/swine/Iowa/MT_12_07_4307/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271662","unassigned","A/swine/Iowa/MT_12_07_4307/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271662","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4302/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271663","unassigned","A/swine/Iowa/MT_12_07_4302/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271663","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4285/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271734","unassigned","A/swine/Iowa/MT_12_07_4285/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271734","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4304/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271729","unassigned","A/swine/Iowa/MT_12_07_4304/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271729","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4287/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271730","unassigned","A/swine/Iowa/MT_12_07_4287/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271730","Iowa","2012-08-31"
"A/swine/Minnesota/MT_12_07_5441/2012|A_/_H3N2|unassigned|2012-11-28|HA|4|EPI_ISL_271756","unassigned","A/swine/Minnesota/MT_12_07_5441/2012|A_/_H3N2|unassigned|2012-11-28|HA|4|EPI_ISL_271756","Minnesota","2012-11-28"
"A/swine/Iowa/MT_12_07_4292/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271758","unassigned","A/swine/Iowa/MT_12_07_4292/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271758","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4284/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271755","unassigned","A/swine/Iowa/MT_12_07_4284/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271755","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4306/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271044","1990.4.b1","A/swine/Iowa/MT_12_07_4306/2012|A_/_H3N2|1990.4.b1|2012-08-31|HA|4|EPI_ISL_271044","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4296/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271640","unassigned","A/swine/Iowa/MT_12_07_4296/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271640","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4301/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271048","1990.4.b1","A/swine/Iowa/MT_12_07_4301/2012|A_/_H3N2|1990.4.b1|2012-08-31|HA|4|EPI_ISL_271048","Iowa","2012-08-31"
"A/swine/Iowa/MT_12_07_4297/2012|A_/_H3N2|unassigned|2012-08-31|HA|4|EPI_ISL_271040","1990.4.b1","A/swine/Iowa/MT_12_07_4297/2012|A_/_H3N2|1990.4.b1|2012-08-31|HA|4|EPI_ISL_271040","Iowa","2012-08-31"
"A/swine/Minnesota/A01379746/2013|A_/_H3N2|unassigned|2013-04-15|HA|4|EPI_ISL_142302","1990.4.b1","A/swine/Minnesota/A01379746/2013|A_/_H3N2|1990.4.b1|2013-04-15|HA|4|EPI_ISL_142302","Minnesota","2013-04-15"
"A/swine/Minnesota/MT_13_01_S58/2013|A_/_H3N2|unassigned|2013-02-20|HA|4|EPI_ISL_281875","unassigned","A/swine/Minnesota/MT_13_01_S58/2013|A_/_H3N2|unassigned|2013-02-20|HA|4|EPI_ISL_281875","Minnesota","2013-02-20"
"A/swine/Minnesota/MT_13_01_S85/2013|A_/_H3N2|unassigned|2013-02-20|HA|4|EPI_ISL_281911","unassigned","A/swine/Minnesota/MT_13_01_S85/2013|A_/_H3N2|unassigned|2013-02-20|HA|4|EPI_ISL_281911","Minnesota","2013-02-20"
"A/swine/Minnesota/MT_13_01_S65/2013|A_/_H3N2|unassigned|2013-02-20|HA|4|EPI_ISL_281912","unassigned","A/swine/Minnesota/MT_13_01_S65/2013|A_/_H3N2|unassigned|2013-02-20|HA|4|EPI_ISL_281912","Minnesota","2013-02-20"
"A/swine/Minnesota/MT_13_01_S60/2013|A_/_H3N2|unassigned|2013-02-20|HA|4|EPI_ISL_281922","unassigned","A/swine/Minnesota/MT_13_01_S60/2013|A_/_H3N2|unassigned|2013-02-20|HA|4|EPI_ISL_281922","Minnesota","2013-02-20"
